Language,Gender,Filename,Text
en,male,155.wav,"[""what does the movie type of friends I'm working""]"
en,male,154.wav,['thank busy']
en,male,140.wav,['no use of secret signals']
en,male,96.wav,['drivers license']
en,male,168.wav,['usual muskie essential dumbregime']
en,male,82.wav,['but the world the box is a little prince really looks with his heart']
en,male,69.wav,['groin nothing problem forgetting you']
en,male,183.wav,['songs finally good made']
en,male,55.wav,['quick deployment with']
en,male,7.wav,['haa']
en,male,41.wav,['oh you like it']
en,male,5.wav,['wherever you are']
en,male,57.wav,"[""wow I didn't know at the time but his leaving was just the first step of drawing back to her yeah""]"
en,male,43.wav,['odd']
en,male,195.wav,['yeah']
en,male,181.wav,"[""i've never one million twenty two thousand seven hundred thirty""]"
en,male,94.wav,['drug']
en,male,156.wav,['oh']
en,male,142.wav,['beautiful dog the law is']
en,male,143.wav,['fea']
en,male,157.wav,['sexy look thank you']
en,male,81.wav,['she is your room is the time that you have devoted to her that makes your vote']
en,male,95.wav,['hey']
en,male,180.wav,"[""I don't get it""]"
en,male,194.wav,"[""what's happening""]"
en,male,42.wav,['how are good in']
en,male,4.wav,['kach']
en,male,56.wav,['so down']
en,male,190.wav,"[""picture hands off her shop I'm not a failure""]"
en,male,184.wav,['she got just like']
en,male,52.wav,['fond of sunsets']
en,male,0.wav,['where I was six years old bro come out of crime']
en,male,46.wav,['star droid after a beef six one two']
en,male,147.wav,['school']
en,male,91.wav,['group place where we can get free pancakes on birthday']
en,male,85.wav,['you came a long time']
en,male,84.wav,['I feel lucky to find anyone who wanted to hear my story']
en,male,90.wav,['hey']
en,male,146.wav,"[""she's a""]"
en,male,152.wav,['miss him']
en,male,47.wav,['you wanted to she that pretty much no mood to hear from you']
en,male,53.wav,['planning your small I have a movie you left the other one planet also back today to eat tomorrow damn bro']
en,male,1.wav,['what do we know']
en,male,185.wav,['right haha']
en,male,191.wav,['a little food shop']
en,male,79.wav,"[""I cannot play with youobtainedpay means to establish ties to me your still nothing more than little boy was just like one hundred thousand other little boysneed youneed of me to you I'm nothing more than a fox like a hundred thousand foxesif you tell me you shall need each other""]"
en,male,187.wav,['Jones with the world']
en,male,193.wav,['bad for business']
en,male,45.wav,['sure you got']
en,male,3.wav,['haha']
en,male,51.wav,['blown']
en,male,144.wav,['yeah']
en,male,150.wav,['yes yes no I was just saying']
en,male,86.wav,['wow to say the bar later']
en,male,178.wav,"[""I don't know what this was or where I even got it but I thought maybe it was important to""]"
en,male,92.wav,"[""they don't know that""]"
en,male,93.wav,['boy']
en,male,87.wav,['get the whole plane']
en,male,179.wav,['my sheep']
en,male,151.wav,"[""that's great please don't me I'm working""]"
en,male,145.wav,['my songs']
en,male,2.wav,['my advice is never destroyed']
en,male,50.wav,"[""I'm fine just having some time with me made it though the last time this happened never down here for three days ok I was Savage in my pocket I want to buy""]"
en,male,44.wav,['you have questions']
en,male,192.wav,"[""he's over on hope""]"
en,male,78.wav,['triple happy after']
en,male,186.wav,"[""don't worry""]"
en,male,23.wav,['haa']
en,male,122.wav,"[""he's going to lose so she said I look at the stars""]"
en,male,137.wav,['haa']
en,male,123.wav,['comfort me very much know for sure']
en,male,36.wav,"[""no mystery is too over powering when do not diss reply girl I don't know how to go""]"
en,male,22.wav,['oh']
en,male,20.wav,['I do believe my course expensive damage to the house next door']
en,male,109.wav,['militia']
en,male,135.wav,['oh']
en,male,121.wav,['oh']
en,male,120.wav,"[""it wasn't my choice""]"
en,male,134.wav,['are']
en,male,108.wav,['favorite']
en,male,21.wav,"[""don't found rather not hellophone soon""]"
en,male,19.wav,['ah yes']
en,male,130.wav,['are']
en,male,124.wav,"[""a truth to believe he's up there""]"
en,male,118.wav,['you should disappear']
en,male,119.wav,['who did I have fixed my place']
en,male,125.wav,['but with your heart I only be with you']
en,male,131.wav,['me']
en,male,18.wav,['again']
en,male,26.wav,['you later']
en,male,32.wav,['Russia over the world']
en,male,127.wav,['wait what cheered prince remember from God be up there for help']
en,male,133.wav,['oh']
en,male,132.wav,['wow']
en,male,126.wav,['just like I know who the prince will always be with his roles']
en,male,33.wav,['oh']
