Language,Gender,Filename,Text
en,female,165.wav,['are you good with all the stars']
en,female,171.wav,['sweetie yeah']
en,female,159.wav,['please']
en,female,158.wav,['everything soon sure']
en,female,170.wav,['get a boo']
en,female,164.wav,['hey you up']
en,female,71.wav,['do you did you']
en,female,65.wav,['so little room']
en,female,59.wav,"[""i've read a lot""]"
en,female,40.wav,"[""it's so smooth like he's going to sleep""]"
en,female,54.wav,['a special girl when you want']
en,female,6.wav,['ha ha ha']
en,female,68.wav,['you']
en,female,83.wav,['this is just to come home']
en,female,97.wav,"[""box for moments to care about it more than me you're wrong""]"
en,female,169.wav,['young girl']
en,female,141.wav,['why you so smooth have a child']
en,female,155.wav,['you so short']
en,female,154.wav,['oh whoops']
en,female,140.wav,['me why are you play']
en,female,96.wav,['write your left hand wow']
en,female,168.wav,['supposed to']
en,female,82.wav,['I need a']
en,female,69.wav,"[""you're mad I was planning""]"
en,female,55.wav,['to rapture']
en,female,7.wav,['they changed the big question']
en,female,41.wav,['I just wanted to keep your drawing back']
en,female,5.wav,['thanks speaking for the county']
en,female,57.wav,['exactly']
en,female,43.wav,['nice story to tell']
en,female,94.wav,['have a drivers license away after the first time we drove away with the gas pump attached']
en,female,80.wav,['guy are you going']
en,female,156.wav,['are you sure that this']
en,female,142.wav,['Jewish']
en,female,143.wav,['are you okay']
en,female,157.wav,['said you home']
en,female,81.wav,['oh']
en,female,95.wav,"[""you guys killed he exploded looking like you've been mined to me right to the police officer oh yes right before I forget happy birthday""]"
en,female,4.wav,['yes I am']
en,female,56.wav,['desk is a mess did you finish your study with with today']
en,female,52.wav,['learning tolerance']
en,female,0.wav,['time to get in time to get to time time time time time time time time']
en,female,46.wav,"[""I don't need to be rude can I""]"
en,female,153.wav,['oh my']
en,female,147.wav,['nothing like this']
en,female,91.wav,['mom I feel like from inside but now']
en,female,85.wav,['what do you need just in time']
en,female,84.wav,"[""but I'm not only I thought you know""]"
en,female,90.wav,"[""did you know it's my birthday""]"
en,female,146.wav,['yes']
en,female,152.wav,['I want a beautiful one accuracy even looking at the world']
en,female,47.wav,"[""wow first of all what was the kingdom desert that's very strange come ask me long in a desert for food water his pants is he even your school name""]"
en,female,53.wav,['wow']
en,female,79.wav,['good']
en,female,45.wav,['choose are interesting I guess I have some issues with some of the facts wow']
en,female,3.wav,['are you worth a cabinet material']
en,female,51.wav,['are you okay']
en,female,144.wav,"[""that you're seeing""]"
en,female,150.wav,['travel to fuck me']
en,female,86.wav,['already has his role']
en,female,92.wav,"[""don't""]"
en,female,93.wav,['group today you still in bed']
en,female,87.wav,['not for to eat']
en,female,151.wav,['the fox the fox']
en,female,145.wav,['him to']
en,female,2.wav,['struggle data tell us the painting toward acceptance they will ask me one question']
en,female,50.wav,"[""what's your name on a box""]"
en,female,44.wav,['I found it']
en,female,78.wav,['I think I understand you']
en,female,23.wav,['trying to start your play']
en,female,37.wav,['oh']
en,female,122.wav,"[""but we don't share there's nothing sad about showers""]"
en,female,136.wav,['wow']
en,female,137.wav,"[""I'm just trying to find my friends""]"
en,female,123.wav,"[""you said he's up there""]"
en,female,36.wav,"[""what doesn't work""]"
en,female,34.wav,['if you please draw me a sheep']
en,female,20.wav,['see your full']
en,female,109.wav,"[""what's ok this is the last time I was gonna get that plane""]"
en,female,135.wav,"[""I'm gonna say thank you just explain it""]"
en,female,121.wav,['when your stand was too far I can not tell a spider with']
en,female,120.wav,['go to sleep']
en,female,134.wav,['do that look']
en,female,108.wav,"[""let's go back for""]"
en,female,21.wav,"[""I'm just thankful we don't live next door""]"
en,female,35.wav,['tell me she']
en,female,19.wav,['June']
en,female,31.wav,"[""prince who was don't pull it out was scarcely behave yourself""]"
en,female,25.wav,['did you get the pen']
en,female,130.wav,['I hate your friends I always got her summer on a little friend I wish you only the start sorry']
en,female,124.wav,"[""you don't know for sure""]"
en,female,118.wav,['learning styles I shall be living in one of them a show']
en,female,119.wav,"[""I'm sooo when you look up at the sky at night it'll be""]"
en,female,125.wav,['let me tell you']
en,female,131.wav,['point']
en,female,24.wav,['ah']
en,female,30.wav,['once upon a time']
en,female,18.wav,"[""I wish you could stay sweet but it's the David again the Calvin numbers on the Rover Santa is still problematic only this time finds card when I woke up to a panic and Fisher wants nothing to do with it now I got to go that's possible""]"
en,female,26.wav,['me next door']
en,female,32.wav,['lunch was']
en,female,127.wav,"[""you meet that you're not gone""]"
en,female,133.wav,['your song']
en,female,132.wav,['you']
en,female,126.wav,['looking to start']
en,female,33.wav,['if please try me']
en,female,27.wav,['actually was the principal soon who gave them to me']
