Gender,CnText,EnText,CnFile,EnFile,Token correlation
female,请你给我画只绵羊吧,if you please draw me a sheep,27.wav,34.wav,"[[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24, 7.0081417703645294e-65, 1.2408522257820054e-175], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0], [3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09], [3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24], [6.999498868611047e-65, 3.87621364690776e-24, 3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [1.2408522257820054e-175, 7.0081417703645294e-65, 3.880999951521076e-24, 3.7807770411269164e-09, 0.0012347886492620553, 0.13185121024435748, 0.7350627870812457, 0.13185121024435748]]"
female,这跟我想要的一模一样,that is exactly the way I wanted it,29.wav,38.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24], [8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027], [0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666], [0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09], [3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]]"
female,我只是来把画还给你的,I just want to give your drawing back,30.wav,41.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24, 7.0081417703645294e-65, 1.2408522257820054e-175], [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125], [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125], [6.999498868611047e-65, 3.87621364690776e-24, 3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [1.2408522257820054e-175, 7.0081417703645294e-65, 3.880999951521076e-24, 3.7807770411269164e-09, 0.0012347886492620553, 0.13185121024435748, 0.7350627870812457, 0.13185121024435748], [3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09], [6.999498868611047e-65, 3.87621364690776e-24, 3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249]]"
female,你画的很好你的故事我也读了很入迷,it is nice I read the story too Attentively.,32.wav,43.wav,"[[0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142], [0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142], [7.557135646252342e-32, 2.4043971743078313e-11, 0.0008385119616736469, 0.4991614880142824, 0.4991614880142824, 0.0008385119616736469, 2.4043971743078313e-11, 7.557135646252342e-32, 1.4008093418549279e-87, 4.478735922312271e-239, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24, 6.999498842180138e-65], [0.0, 0.0, 0.0, 0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09], [0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142], [0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24, 6.999498842180138e-65, 1.2393219204562446e-175], [0.0, 0.0, 0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
female,我们还没学过小行星,oh We did not cover asteroids,36.wav,48.wav,"[[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09], [7.557135646434045e-32, 2.4043971743656425e-11, 0.000838511961693808, 0.4991614880262842, 0.4991614880262842, 0.000838511961693808], [8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
female,小狐狸你叫什么名字,what is your name little fox,37.wav,50.wav,"[[3.880999951521077e-24, 3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753], [3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09], [8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24]]"
female,他留下了她一个人,he left her alone,41.wav,55.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09], [3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753], [4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
female,你的桌子上一团乱今天的学习计划完成了吗额,your desk is a mess did you finish your study work for today ah,43.wav,56.wav,"[[0.4995803921609388, 0.4995803921609388, 0.0008392156540581765, 2.4064149821129434e-11, 7.563477712968373e-32, 1.4019849230166728e-87, 4.482494547716445e-239, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65, 1.239321925136066e-175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667], [3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24, 6.99949884218014e-65, 1.2393219204562449e-175, 0.0, 0.0, 0.0, 0.0], [1.2393219204562443e-175, 6.999498842180137e-65, 3.876213632270733e-24, 3.776114323744993e-09, 0.0012332658219608716, 0.13168860215529368, 0.7341562564932619, 0.13168860215529368, 0.0012332658219608716, 3.776114323744993e-09, 3.876213632270733e-24, 6.999498842180137e-65, 1.2393219204562443e-175, 0.0, 0.0], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667], [0.0, 0.0, 0.0, 0.0, 0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667], [0.0, 0.0, 0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24, 6.999498842180138e-65], [0.0, 0.0, 0.0, 0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667], [0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24, 6.999498842180138e-65, 1.2393219204562446e-175, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
female,那你今天一天在干嘛,well what have you been doing,45.wav,58.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175], [1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027], [7.008141770364531e-65, 3.880999951521077e-24, 3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24, 7.0081417703645294e-65], [7.008141770364531e-65, 3.880999951521077e-24, 3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753], [1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
female,我读了很多东西,I read a lot,46.wav,59.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24], [7.557135646434045e-32, 2.4043971743656425e-11, 0.000838511961693808, 0.4991614880262842, 0.4991614880262842, 0.000838511961693808], [7.557135646434045e-32, 2.4043971743656425e-11, 0.000838511961693808, 0.4991614880262842, 0.4991614880262842, 0.000838511961693808]]"
female,我觉得我有点不想长大了,I am not so sure I want to grow up anymore,52.wav,73.wav,
female,我绝对不想忘记这,I definitely do not want to forget,53.wav,74.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09], [0.0012332658312747778, 0.1316886031498362, 0.7341562620377782, 0.1316886031498362, 0.0012332658312747778], [0.0012332658312747778, 0.1316886031498362, 0.7341562620377782, 0.1316886031498362, 0.0012332658312747778], [0.0012332658312747778, 0.1316886031498362, 0.7341562620377782, 0.1316886031498362, 0.0012332658312747778], [0.2, 0.2, 0.2, 0.2, 0.2], [3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753]]"
female,你连脚都没有你甚至不能去旅行,you haven not any feet you cannot even travel,54.wav,77.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0, 0.0, 0.0], [3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24, 6.99949884218014e-65], [3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24, 6.99949884218014e-65], [0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65, 1.239321925136066e-175, 0.0], [6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24], [0.0, 1.239321925136066e-175, 6.999498868611047e-65, 3.87621364690776e-24, 3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [1.2393219204562443e-175, 6.999498842180137e-65, 3.876213632270733e-24, 3.776114323744993e-09, 0.0012332658219608716, 0.13168860215529368, 0.7341562564932619, 0.13168860215529368, 0.0012332658219608716, 3.776114323744993e-09], [0.0, 0.0, 0.0, 1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
female,来得正及时是什么意思呀,what do you mean just in time,60.wav,85.wav,"[[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285], [3.87621364690776e-24, 3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285], [7.008141770364531e-65, 3.880999951521077e-24, 3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24, 7.0081417703645294e-65], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24]]"
female,他已经拥有玫瑰了,but he already has his rose,61.wav,86.wav,"[[0.2, 0.2, 0.2, 0.2, 0.2], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09], [0.0012332658312747778, 0.1316886031498362, 0.7341562620377782, 0.1316886031498362, 0.0012332658312747778], [0.2, 0.2, 0.2, 0.2, 0.2], [3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753]]"
female,你知不知道今天是我的生日,did you know it is my birthday,63.wav,90.wav,"[[4.7283109464182135e-11, 0.009192833601806293, 0.9816143327018212, 0.009192833601806293, 4.728310946418197e-11, 1.3917638313532857e-33, 7.899066975403953e-95, 2.592476290299978e-261, 0.0], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0, 0.0], [4.7283109464182135e-11, 0.009192833601806293, 0.9816143327018212, 0.009192833601806293, 4.728310946418197e-11, 1.3917638313532857e-33, 7.899066975403953e-95, 2.592476290299978e-261, 0.0], [3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24], [6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09], [1.2393219251360657e-175, 6.999498868611045e-65, 3.8762136469077596e-24, 3.776114338004033e-09, 0.0012332658266178246, 0.1316886026525649, 0.73415625926552, 0.1316886026525649, 0.0012332658266178246], [0.0, 0.0, 1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
female,如果你多点时间陪我你就会明白,if you are ever around you would see that,73.wav,100.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0, 0.0, 0.0, 0.0], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24, 7.0081417703645294e-65, 1.2408522257820054e-175, 0.0, 0.0, 0.0], [0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65, 1.239321925136066e-175, 0.0, 0.0], [4.47873592231227e-239, 1.4008093418549279e-87, 7.557135646252341e-32, 2.404397174307831e-11, 0.0008385119616736468, 0.49916148801428234, 0.49916148801428234, 0.0008385119616736468, 2.404397174307831e-11, 7.557135646252341e-32, 1.4008093418549279e-87], [0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09], [0.0, 0.0, 0.0, 4.478735922419957e-239, 1.400809341888609e-87, 7.557135646434045e-32, 2.4043971743656425e-11, 0.000838511961693808, 0.4991614880262842, 0.4991614880262842, 0.000838511961693808], [0.0, 0.0, 0.0, 0.0, 1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027], [0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]]"
female,离你不见踪影还有多久,how long until you completely disappear,76.wav,103.wav,"[[3.880999951521077e-24, 3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753], [8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24], [2.404397174307831e-11, 0.0008385119616736468, 0.49916148801428234, 0.49916148801428234, 0.0008385119616736468, 2.404397174307831e-11], [2.404397174307831e-11, 0.0008385119616736468, 0.49916148801428234, 0.49916148801428234, 0.0008385119616736468, 2.404397174307831e-11]]"
female,没关系这是最后一次什么我们去把飞机发动起来,it is okay this will be the last time what let go get that plane earning,81.wav,109.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0, 0.0, 0.0, 0.0, 0.0], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0, 0.0, 0.0, 0.0, 0.0], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0, 0.0, 0.0, 0.0, 0.0], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24, 7.0081417703645294e-65, 1.2408522257820054e-175, 0.0, 0.0, 0.0, 0.0], [0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65, 1.239321925136066e-175, 0.0, 0.0, 0.0], [0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333], [3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24, 6.99949884218014e-65, 1.2393219204562449e-175, 0.0, 0.0], [3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24, 6.99949884218014e-65, 1.2393219204562449e-175, 0.0], [6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24, 6.999498842180138e-65, 1.2393219204562446e-175], [0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333], [0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24], [0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333], [0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333], [0.0, 0.0, 0.0, 1.239321925136066e-175, 6.999498868611047e-65, 3.87621364690776e-24, 3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [0.0, 0.0, 0.0, 0.0, 1.2408522257820057e-175, 7.008141770364531e-65, 3.880999951521077e-24, 3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753]]"
